"Klub","Nazwa_stadionu","Pojemnosc","Liczba_widzow","Srednia","Wykorzystanie","Sezon","Kraj","Liczba_meczow","Zwyciestwa","Remisy","Porazki","Gole_zdobyte","Gole_stracone","Bilans_goli","Punkty"
"FC Burnley","Turf Moor",21994,347708,19.317,87.8,"2021/2022","Anglia",19,5,6,8,18,25,-7,21
"FC Brentford","Gtech Community Stadium",17250,304327,16.907,98,"2021/2022","Anglia",19,7,3,9,22,21,1,24
"Manchester United","Old Trafford",74879,1402481,73.815,98.6,"2022/2023","Anglia",19,15,3,1,36,10,26,48
"West Ham United","London Stadium",62500,1186777,62.462,99.9,"2022/2023","Anglia",19,8,4,7,26,24,2,28
"Tottenham Hotspur","Tottenham Hotspur Stadium",62062,1170118,61.585,99.2,"2022/2023","Anglia",19,12,1,6,37,25,12,37
"FC Arsenal","Emirates Stadium",60704,1143626,60.191,99.2,"2022/2023","Anglia",19,14,3,2,53,25,28,45
"Manchester City","Etihad Stadium",55017,1011732,53.249,96.8,"2022/2023","Anglia",19,17,1,1,60,17,43,52
"FC Liverpool","Anfield",54074,1010488,53.184,98.4,"2022/2023","Anglia",19,13,5,1,46,17,29,44
"Newcastle United","St James' Park",52338,990422,52.127,99.6,"2022/2023","Anglia",19,11,6,2,36,14,22,39
"Aston Villa","Villa Park",42682,792431,41.707,97.7,"2022/2023","Anglia",19,12,2,5,33,21,12,38
"Chelsea FC","Stamford Bridge",40853,760039,40.002,97.9,"2022/2023","Anglia",19,6,7,6,20,19,1,25
"FC Everton","Goodison Park",39571,745571,39.241,99.2,"2022/2023","Anglia",19,6,3,10,16,27,-11,21
"Leeds United","Elland Road",37890,694759,36.566,96.5,"2022/2023","Anglia",19,5,7,7,26,37,-11,22
"Leicester City","King Power Stadium",32273,605857,31.887,98.8,"2022/2023","Anglia",19,5,4,10,23,27,-4,19
"Brighton & Hove Albion","AMEX Stadium",31800,598061,31.477,99,"2022/2023","Anglia",19,10,4,5,37,21,16,34
"Wolverhampton Wanderers","Molineux Stadium",32050,597044,31.423,98,"2022/2023","Anglia",19,9,3,7,19,20,-1,30
"FC Southampton","St Mary's Stadium",32384,577895,30.416,93.9,"2022/2023","Anglia",19,2,5,12,19,37,-18,11
"Nottingham Forest","The City Ground",30445,554570,29.188,95.9,"2022/2023","Anglia",19,8,6,5,27,24,3,30
"Crystal Palace","Selhurst Park",26047,475975,25.051,96.2,"2022/2023","Anglia",19,7,7,5,21,23,-2,28
"FC Fulham","Craven Cottage",25700,451549,23.766,92.5,"2022/2023","Anglia",19,8,5,6,31,29,2,29
"FC Brentford","Gtech Community Stadium",17250,324527,17.08,99,"2022/2023","Anglia",19,10,7,2,35,18,17,37
"AFC Bournemouth","Vitality Stadium",11329,195829,10.307,91,"2022/2023","Anglia",19,6,4,9,20,28,-8,22
"Manchester United","Old Trafford",74879,514527,73.504,98.2,"2023/2024","Anglia",10,6,0,4,13,16,-3,18
"FC Arsenal","Emirates Stadium",60704,420911,60.13,99.1,"2023/2024","Anglia",9,7,2,0,22,8,14,23
"West Ham United","London Stadium",62500,374816,62.469,100,"2023/2024","Anglia",9,5,2,2,17,10,7,17
"Tottenham Hotspur","Tottenham Hotspur Stadium",62062,370308,61.718,99.5,"2023/2024","Anglia",9,6,0,3,17,12,5,18
"Newcastle United","St James' Park",52338,364864,52.123,99.6,"2023/2024","Anglia",10,8,0,2,23,7,16,24
"Manchester City","Etihad Stadium",55017,319844,53.307,96.9,"2023/2024","Anglia",8,5,3,0,22,9,13,18
"FC Liverpool","Anfield",54074,300448,50.075,92.6,"2023/2024","Anglia",9,7,2,0,22,6,16,23
"Chelsea FC","Stamford Bridge",40853,278339,39.763,97.3,"2023/2024","Anglia",9,3,3,3,15,13,2,12
"Aston Villa","Villa Park",42682,248266,41.378,96.9,"2023/2024","Anglia",9,8,1,0,26,6,20,25
"FC Everton","Goodison Park",39571,234795,39.133,98.9,"2023/2024","Anglia",9,3,1,5,10,9,1,0
"Brighton & Hove Albion","AMEX Stadium",31800,221286,31.612,99.4,"2023/2024","Anglia",9,4,4,1,18,12,6,16
"Sheffield United","Bramall Lane",32702,215427,30.775,94.1,"2023/2024","Anglia",10,2,1,7,10,24,-14,7
"Wolverhampton Wanderers","Molineux Stadium",32050,188793,31.466,98.2,"2023/2024","Anglia",9,4,3,2,13,14,-1,15
"Nottingham Forest","The City Ground",30445,175472,29.245,96.1,"2023/2024","Anglia",9,2,3,4,12,14,-2,9
"FC Burnley","Turf Moor",21994,151057,21.58,98.1,"2023/2024","Anglia",10,1,0,9,10,24,-14,3
"Crystal Palace","Selhurst Park",26047,149274,24.879,95.5,"2023/2024","Anglia",9,1,3,5,8,13,-5,6
"FC Fulham","Craven Cottage",25700,146290,24.382,94.9,"2023/2024","Anglia",9,5,0,4,17,11,6,15
"FC Brentford","Gtech Community Stadium",17250,119350,17.05,98.8,"2023/2024","Anglia",9,3,3,3,16,14,2,12
"AFC Bournemouth","Vitality Stadium",11329,76709,10.958,96.7,"2023/2024","Anglia",9,3,3,3,11,12,-1,12
"Luton Town","Kenilworth Road",11050,64981,10.83,98,"2023/2024","Anglia",9,2,2,5,11,14,-3,8
"FC Internazionale","Giuseppe Meazza",75923,870127,45.796,60.3,"2012/2013","Włochy",19,8,4,7,30,31,-1,28
"AC Milan","Giuseppe Meazza",75923,839378,44.178,58.2,"2012/2013","Włochy",19,13,2,4,33,15,18,41
"AS Roma","Olimpico di Roma",73261,757990,39.894,54.5,"2012/2013","Włochy",19,10,5,4,40,24,16,35
"SSC Napoli","Stadio Diego Armando Maradona",54726,753080,39.636,72.4,"2012/2013","Włochy",19,14,4,1,44,18,26,46
"Juventus Turyn","Allianz Stadium",41507,733511,38.606,93,"2012/2013","Włochy",19,14,3,2,36,10,26,45
"Lazio Rzym","Olimpico di Roma",73261,602870,31.73,43.3,"2012/2013","Włochy",19,13,2,4,35,16,19,41
"AC Fiorentina","Artemio Franchi",43147,487418,25.654,59.5,"2012/2013","Włochy",19,13,4,2,40,19,21,43
"UC Sampdoria","Luigi Ferraris",36348,440066,23.161,63.7,"2012/2013","Włochy",19,8,3,8,25,22,3,26
"FC Bologna","Stadio Renato Dall’Ara",36462,405510,21.343,58.5,"2012/2013","Włochy",19,6,8,5,30,24,6,26
"Genoa CFC","Luigi Ferraris",34901,377740,19.881,57,"2012/2013","Włochy",19,5,7,7,26,30,-4,22
"US Palermo","Comunale Renzo Barbera ""La Favorita""",36365,344116,18.111,49.8,"2012/2013","Włochy",19,5,7,7,24,26,-2,22
"Udinese Calcio","Bluenergy Stadium",25144,303403,15.969,63.5,"2012/2013","Włochy",19,11,7,1,31,16,15,40
"Torino FC","Stadio Olimpico Grande Torino",28177,296683,15.615,55.4,"2012/2013","Włochy",19,6,6,7,23,26,-3,23
"Atalanta BC","Gewiss Stadium",21747,289672,15.246,70.1,"2012/2013","Włochy",19,6,6,7,19,24,-5,22
"Catania Calcio","Cibali - Angelo Massimino",20204,260377,13.704,67.8,"2012/2013","Włochy",19,12,4,3,31,15,16,40
"Parma FC","Ennio Tardini",22352,242500,12.763,57.1,"2012/2013","Włochy",19,9,6,4,28,18,10,33
"Delfino Pescara 1936","Adriatico",20476,242457,12.761,62.3,"2012/2013","Włochy",19,4,1,14,15,42,-27,13
"Chievo Verona","Marcantonio Bentegodi",31045,187000,9.842,31.7,"2012/2013","Włochy",19,6,8,5,18,16,2,26
"AC Siena","Artemio Franchi",15373,182057,9.582,62.3,"2012/2013","Włochy",19,6,5,8,16,19,-3,17
"Cagliari Calcio","Unipol Domus",16416,116577,6.857,41.8,"2012/2013","Włochy",19,8,4,7,24,24,0,28
"FC Internazionale","Giuseppe Meazza",75923,879279,46.278,61,"2013/2014","Włochy",19,8,9,2,27,18,9,33
"SSC Napoli","Stadio Diego Armando Maradona",54726,772013,40.632,74.3,"2013/2014","Włochy",19,13,4,2,43,15,28,43
"AS Roma","Olimpico di Roma",73261,766108,40.321,55,"2013/2014","Włochy",19,15,3,1,44,9,35,48
"AC Milan","Giuseppe Meazza",75923,757615,39.874,52.5,"2013/2014","Włochy",19,11,4,4,28,17,11,37
"Juventus Turyn","Allianz Stadium",41507,728497,38.342,92.4,"2013/2014","Włochy",19,19,0,0,47,9,38,57
"AC Fiorentina","Artemio Franchi",43147,609091,32.057,74.3,"2013/2014","Włochy",19,9,4,6,36,29,7,31
"Lazio Rzym","Olimpico di Roma",73261,595234,31.328,42.8,"2013/2014","Włochy",19,10,6,3,32,21,11,36
"UC Sampdoria","Luigi Ferraris",36348,419937,22.102,60.8,"2013/2014","Włochy",19,7,5,7,28,29,-1,26
"FC Bologna","Stadio Renato Dall’Ara",36462,410255,21.592,59.2,"2013/2014","Włochy",19,3,8,8,15,27,-12,17
"Hellas Verona","Marcantonio Bentegodi",39211,401295,21.121,53.9,"2013/2014","Włochy",19,10,3,6,35,28,7,33
"Genoa CFC","Luigi Ferraris",34901,381041,20.055,57.5,"2013/2014","Włochy",19,8,5,6,22,19,3,29
"Torino FC","Stadio Olimpico Grande Torino",28177,323463,17.024,60.4,"2013/2014","Włochy",19,9,6,4,31,20,11,33
"Catania Calcio","Cibali - Angelo Massimino",20204,288739,15.197,75.2,"2013/2014","Włochy",19,7,6,6,25,25,0,27
"Atalanta BC","Gewiss Stadium",21747,269524,14.185,65.2,"2013/2014","Włochy",19,11,3,5,28,22,6,36
"Udinese Calcio","Bluenergy Stadium",25144,268565,14.135,56.2,"2013/2014","Włochy",19,9,4,6,27,24,3,31
"US Sassuolo","Mapei Stadium - Città del Tricolore",21584,265723,13.985,64.8,"2013/2014","Włochy",19,5,2,12,23,39,-16,17
"Parma FC","Ennio Tardini",22352,255892,13.468,60.3,"2013/2014","Włochy",19,9,7,3,27,18,9,34
"AS Livorno","Armando Picchi",19238,208481,10.973,57,"2013/2014","Włochy",19,4,5,10,23,33,-10,17
"Chievo Verona","Marcantonio Bentegodi",31045,183831,9.675,31.2,"2013/2014","Włochy",19,6,2,11,19,22,-3,20
"Cagliari Calcio","Unipol Domus",16416,81490,4.289,26.1,"2013/2014","Włochy",19,8,4,7,24,27,-3,28
"AS Roma","Olimpico di Roma",73261,762572,40.135,54.8,"2014/2015","Włochy",19,10,7,2,31,14,17,37
"Juventus Turyn","Allianz Stadium",41507,732504,38.553,92.9,"2014/2015","Włochy",19,16,3,0,45,11,34,51
"FC Internazionale","Giuseppe Meazza",75923,708131,37.27,49.1,"2014/2015","Włochy",19,7,7,5,33,23,10,28
"AC Milan","Giuseppe Meazza",75923,696107,36.637,48.3,"2014/2015","Włochy",19,9,5,5,30,19,11,32
"Lazio Rzym","Olimpico di Roma",73261,684075,36.004,49.1,"2014/2015","Włochy",19,12,1,6,40,18,22,37
"SSC Napoli","Stadio Diego Armando Maradona",54726,643063,33.845,61.9,"2014/2015","Włochy",19,11,5,3,46,28,18,38
"AC Fiorentina","Artemio Franchi",43147,574201,30.221,70,"2014/2015","Włochy",19,9,6,4,30,17,13,33
"UC Sampdoria","Luigi Ferraris",36348,416026,21.896,60.2,"2014/2015","Włochy",19,7,10,2,23,15,8,31
"Genoa CFC","Luigi Ferraris",34901,380525,20.028,57.4,"2014/2015","Włochy",19,9,6,4,33,21,12,33
"Hellas Verona","Marcantonio Bentegodi",39211,366678,19.299,49.2,"2014/2015","Włochy",19,7,5,7,27,30,-3,26
"US Palermo","Comunale Renzo Barbera ""La Favorita""",36365,332130,17.481,48.1,"2014/2015","Włochy",19,8,6,5,30,25,5,30
"AC Cesena","Orogel Stadium - Dino Manuzzi",23860,308941,16.26,68.2,"2014/2015","Włochy",19,3,7,9,19,31,-12,16
"Torino FC","Stadio Olimpico Grande Torino",28177,307888,16.205,57.5,"2014/2015","Włochy",19,8,7,4,25,14,11,31
"Atalanta BC","Gewiss Stadium",21747,287409,15.127,69.6,"2014/2015","Włochy",19,4,7,8,22,33,-11,19
"US Sassuolo","Mapei Stadium - Città del Tricolore",21584,242395,12.758,59.1,"2014/2015","Włochy",19,7,8,4,25,22,3,29
"Parma FC","Ennio Tardini",22352,226180,11.904,53.3,"2014/2015","Włochy",19,5,4,10,19,27,-8,12
"Chievo Verona","Marcantonio Bentegodi",31045,205628,10.823,34.9,"2014/2015","Włochy",19,4,9,6,16,19,-3,21
"Cagliari Calcio","Unipol Domus",16416,202707,10.669,65,"2014/2015","Włochy",19,4,4,11,24,36,-12,16
"FC Empoli","Carlo Castellani",19847,175346,9.229,46.5,"2014/2015","Włochy",19,6,8,5,26,22,4,26
"Udinese Calcio","Bluenergy Stadium",25144,171294,9.015,35.9,"2014/2015","Włochy",19,6,5,8,26,29,-3,23
"FC Internazionale","Giuseppe Meazza",75923,865226,45.538,60,"2015/2016","Włochy",19,13,2,4,29,15,14,41
"SSC Napoli","Stadio Diego Armando Maradona",54726,735434,38.707,70.7,"2015/2016","Włochy",19,16,3,0,49,12,37,51
"Juventus Turyn","Allianz Stadium",41507,735111,38.69,93.2,"2015/2016","Włochy",19,16,2,1,37,6,31,50
"AC Milan","Giuseppe Meazza",75923,719358,37.861,49.9,"2015/2016","Włochy",19,9,6,4,28,22,6,33
"AS Roma","Olimpico di Roma",73261,668449,35.182,48,"2015/2016","Włochy",19,13,5,1,44,17,27,44
"AC Fiorentina","Artemio Franchi",43147,541260,28.487,66,"2015/2016","Włochy",19,11,5,3,34,16,18,38
"UC Sampdoria","Luigi Ferraris",36348,405645,21.35,58.7,"2015/2016","Włochy",19,8,4,7,29,25,4,28
"Lazio Rzym","Olimpico di Roma",73261,400188,21.063,28.8,"2015/2016","Włochy",19,10,3,6,32,23,9,33
"Genoa CFC","Luigi Ferraris",34901,399484,21.025,60.2,"2015/2016","Włochy",19,10,3,6,29,19,10,33
"Torino FC","Stadio Olimpico Grande Torino",28177,368449,19.392,68.8,"2015/2016","Włochy",19,6,6,7,25,25,0,24
"FC Bologna","Stadio Renato Dall’Ara",36462,359078,18.899,51.8,"2015/2016","Włochy",19,5,5,9,20,21,-1,20
"Hellas Verona","Marcantonio Bentegodi",39211,346819,18.254,46.6,"2015/2016","Włochy",19,4,6,9,21,30,-9,18
"US Palermo","Comunale Renzo Barbera ""La Favorita""",36365,336585,17.715,48.7,"2015/2016","Włochy",19,6,4,9,24,30,-6,22
"Atalanta BC","Gewiss Stadium",21747,334870,17.625,81,"2015/2016","Włochy",19,8,6,5,27,21,6,30
"Udinese Calcio","Bluenergy Stadium",25144,301812,15.885,63.2,"2015/2016","Włochy",19,6,4,9,18,28,-10,22
"US Sassuolo","Mapei Stadium - Città del Tricolore",21584,217298,11.437,53,"2015/2016","Włochy",19,8,8,3,25,20,5,32
"Chievo Verona","Marcantonio Bentegodi",31045,212952,11.208,36.1,"2015/2016","Włochy",19,7,8,4,25,18,7,29
"FC Empoli","Carlo Castellani",19847,180695,9.51,47.9,"2015/2016","Włochy",19,7,6,6,22,20,2,27
"Carpi FC 1909","Sandro Cabassi",5510,170843,8.992,163.2,"2015/2016","Włochy",19,6,5,8,23,26,-3,23
"Frosinone Calcio","Benito Stirpe",16227,141531,7.449,45.9,"2015/2016","Włochy",19,6,4,9,18,26,-8,22
"FC Internazionale","Giuseppe Meazza",75923,885788,46.62,61.4,"2016/2017","Włochy",19,11,3,5,44,22,22,36
"AC Milan","Giuseppe Meazza",75923,765555,40.292,53.1,"2016/2017","Włochy",19,12,2,5,32,20,12,38
"Juventus Turyn","Allianz Stadium",41507,757354,39.861,96,"2016/2017","Włochy",19,18,1,0,48,9,39,55
"SSC Napoli","Stadio Diego Armando Maradona",54726,695500,36.605,66.9,"2016/2017","Włochy",19,13,4,2,44,19,25,43
"AS Roma","Olimpico di Roma",73261,620118,32.638,44.6,"2016/2017","Włochy",19,16,1,2,50,18,32,49
"AC Fiorentina","Artemio Franchi",43147,502936,26.47,61.4,"2016/2017","Włochy",19,10,8,1,34,23,11,38
"Genoa CFC","Luigi Ferraris",34901,405356,21.335,61.1,"2016/2017","Włochy",19,6,7,6,24,24,0,25
"FC Bologna","Stadio Renato Dall’Ara",36462,402644,21.192,58.1,"2016/2017","Włochy",19,8,2,9,24,25,-1,26
"Lazio Rzym","Olimpico di Roma",73261,387600,20.4,27.9,"2016/2017","Włochy",19,12,2,5,40,23,17,38
"UC Sampdoria","Luigi Ferraris",36348,372810,19.622,54,"2016/2017","Włochy",19,8,6,5,28,23,5,30
"Torino FC","Stadio Olimpico Grande Torino",28177,366710,19.301,68.5,"2016/2017","Włochy",19,9,8,2,43,31,12,35
"Udinese Calcio","Bluenergy Stadium",25144,328462,17.287,68.8,"2016/2017","Włochy",19,8,5,6,30,23,7,29
"Atalanta BC","Gewiss Stadium",21747,321928,16.944,77.9,"2016/2017","Włochy",19,12,4,3,31,18,13,40
"Delfino Pescara 1936","Adriatico",20476,252568,13.293,64.9,"2016/2017","Włochy",19,2,5,12,19,38,-19,11
"US Palermo","Comunale Renzo Barbera ""La Favorita""",36365,250876,13.204,36.3,"2016/2017","Włochy",19,4,3,12,13,30,-17,15
"Cagliari Calcio","Unipol Domus",16416,246953,12.998,79.2,"2016/2017","Włochy",19,11,3,5,38,34,4,36
"US Sassuolo","Mapei Stadium - Città del Tricolore",21584,234873,12.362,57.3,"2016/2017","Włochy",19,7,3,9,27,28,-1,24
"Chievo Verona","Marcantonio Bentegodi",31045,213000,11.211,36.1,"2016/2017","Włochy",19,6,5,8,25,30,-5,23
"FC Empoli","Carlo Castellani",19847,180226,9.486,47.8,"2016/2017","Włochy",19,5,4,10,16,29,-13,19
"FC Crotone","Ezio Scida",16640,156039,8.213,49.4,"2016/2017","Włochy",19,6,4,9,21,25,-4,22
"FC Internazionale","Giuseppe Meazza",75923,1093053,57.529,75.8,"2017/2018","Włochy",19,11,5,3,37,16,21,38
"AC Milan","Giuseppe Meazza",75923,1001104,52.69,69.4,"2017/2018","Włochy",19,10,5,4,25,16,9,35
"SSC Napoli","Stadio Diego Armando Maradona",54726,817942,43.05,78.7,"2017/2018","Włochy",19,14,3,2,43,18,25,45
"Juventus Turyn","Allianz Stadium",41507,746711,39.301,94.7,"2017/2018","Włochy",19,16,1,2,45,8,37,49
"AS Roma","Olimpico di Roma",73261,711564,37.451,51.1,"2017/2018","Włochy",19,11,2,6,31,19,12,35
"Lazio Rzym","Olimpico di Roma",73261,619254,32.592,44.5,"2017/2018","Włochy",19,9,5,5,45,21,24,32
"AC Fiorentina","Artemio Franchi",43147,495756,26.092,60.5,"2017/2018","Włochy",19,8,5,6,27,22,5,29
"Genoa CFC","Luigi Ferraris",34901,397885,20.941,60,"2017/2018","Włochy",19,6,3,10,23,27,-4,21
"FC Bologna","Stadio Renato Dall’Ara",36462,397165,20.903,57.3,"2017/2018","Włochy",19,6,4,9,25,26,-1,22
"UC Sampdoria","Luigi Ferraris",36348,382967,20.156,55.5,"2017/2018","Włochy",19,12,3,4,36,20,16,39
"Torino FC","Stadio Olimpico Grande Torino",28177,352048,18.529,65.8,"2017/2018","Włochy",19,8,6,5,29,18,11,30
"Atalanta BC","Gewiss Stadium",21747,340592,17.926,82.4,"2017/2018","Włochy",19,9,6,4,30,18,12,33
"Udinese Calcio","Bluenergy Stadium",25144,335035,17.633,70.1,"2017/2018","Włochy",19,6,2,11,24,30,-6,20
"Hellas Verona","Marcantonio Bentegodi",39211,329324,17.333,44.2,"2017/2018","Włochy",19,5,1,13,14,35,-21,16
"Cagliari Calcio","Unipol Domus",16416,278770,14.672,89.4,"2017/2018","Włochy",19,6,3,10,18,30,-12,21
"SPAL 2013","Paolo Mazza",16134,237437,12.497,77.5,"2017/2018","Włochy",19,5,8,6,22,29,-7,23
"Chievo Verona","Marcantonio Bentegodi",31045,236142,12.429,40,"2017/2018","Włochy",19,7,6,6,22,24,-2,27
"Benevento Calcio","Ciro Vigorito",16867,230503,12.132,71.9,"2017/2018","Włochy",19,5,2,12,23,40,-17,17
"US Sassuolo","Mapei Stadium - Città del Tricolore",21584,213361,11.23,52,"2017/2018","Włochy",19,4,7,8,11,22,-11,19
"FC Crotone","Ezio Scida",16640,201038,10.581,63.6,"2017/2018","Włochy",19,6,6,7,23,25,-2,24
"FC Internazionale","Giuseppe Meazza",75923,1105612,61.423,80.9,"2018/2019","Włochy",19,11,5,3,27,10,17,38
"AC Milan","Giuseppe Meazza",75923,1038366,54.651,72,"2018/2019","Włochy",19,12,4,3,31,17,14,40
"Juventus Turyn","Allianz Stadium",41507,745392,39.231,94.5,"2018/2019","Włochy",19,15,4,0,39,13,26,49
"AS Roma","Olimpico di Roma",73261,733824,38.622,52.7,"2018/2019","Włochy",19,12,5,2,43,26,17,41
"Lazio Rzym","Olimpico di Roma",73261,638996,33.631,45.9,"2018/2019","Włochy",19,9,5,5,36,25,11,32
"AC Fiorentina","Artemio Franchi",43147,591561,31.135,72.2,"2018/2019","Włochy",19,5,9,5,25,19,6,24
"SSC Napoli","Stadio Diego Armando Maradona",54726,551003,29,53,"2018/2019","Włochy",19,13,4,2,41,16,25,43
"Torino FC","Stadio Olimpico Grande Torino",28177,405527,21.344,75.8,"2018/2019","Włochy",19,12,2,5,32,19,13,38
"FC Bologna","Stadio Renato Dall’Ara",36462,403511,21.237,58.3,"2018/2019","Włochy",19,9,4,6,28,22,6,31
"Genoa CFC","Luigi Ferraris",34901,396531,20.87,59.8,"2018/2019","Włochy",19,6,8,5,21,22,-1,26
"Udinese Calcio","Bluenergy Stadium",25144,386249,20.329,80.9,"2018/2019","Włochy",19,8,5,6,22,22,0,29
"UC Sampdoria","Luigi Ferraris",36348,385064,20.267,55.8,"2018/2019","Włochy",19,10,2,7,28,16,12,32
"Atalanta BC","Gewiss Stadium",21747,347721,18.301,84.2,"2018/2019","Włochy",19,10,5,4,36,19,17,35
"Parma FC","Ennio Tardini",22352,313919,16.522,73.9,"2018/2019","Włochy",19,5,7,7,18,25,-7,22
"Cagliari Calcio","Unipol Domus",16416,282017,14.843,90.4,"2018/2019","Włochy",19,8,6,5,23,20,3,30
"SPAL 2013","Paolo Mazza",16134,257628,13.559,84,"2018/2019","Włochy",19,5,7,7,20,26,-6,22
"Frosinone Calcio","Benito Stirpe",16227,238944,13.275,81.8,"2018/2019","Włochy",19,1,6,12,14,38,-24,9
"US Sassuolo","Mapei Stadium - Città del Tricolore",21584,237809,12.516,58,"2018/2019","Włochy",19,5,10,4,33,33,0,25
"Chievo Verona","Marcantonio Bentegodi",31045,233420,12.285,39.6,"2018/2019","Włochy",19,1,7,11,14,37,-23,7
"FC Empoli","Carlo Castellani",19847,180615,9.506,47.9,"2018/2019","Włochy",19,9,3,7,33,30,3,30
"FC Internazionale","Giuseppe Meazza",75923,789598,65.8,86.7,"2019/2020","Włochy",19,11,6,2,40,17,23,39
"AC Milan","Giuseppe Meazza",75923,647487,53.957,71.1,"2019/2020","Włochy",19,9,6,4,31,20,11,33
"Lazio Rzym","Olimpico di Roma",73261,540389,38.599,52.7,"2019/2020","Włochy",19,14,3,2,46,17,29,45
"AS Roma","Olimpico di Roma",73261,512164,39.397,53.8,"2019/2020","Włochy",19,10,4,5,36,27,9,34
"Juventus Turyn","Allianz Stadium",41507,476175,39.681,95.6,"2019/2020","Włochy",19,16,2,1,46,17,29,50
"AC Fiorentina","Artemio Franchi",43147,457478,35.191,81.6,"2019/2020","Włochy",19,5,8,6,22,22,0,23
"SSC Napoli","Stadio Diego Armando Maradona",54726,408310,31.408,57.4,"2019/2020","Włochy",19,10,3,6,31,24,7,33
"FC Bologna","Stadio Renato Dall’Ara",36462,299702,23.054,63.2,"2019/2020","Włochy",19,5,8,6,25,29,-4,23
"US Lecce","Ettore Giardiniero",31559,297429,22.879,72.5,"2019/2020","Włochy",19,4,5,10,30,41,-11,17
"Genoa CFC","Luigi Ferraris",34901,268306,22.359,64.1,"2019/2020","Włochy",19,7,1,11,24,31,-7,22
"Udinese Calcio","Bluenergy Stadium",25144,262971,21.914,87.2,"2019/2020","Włochy",19,6,6,7,18,23,-5,24
"UC Sampdoria","Luigi Ferraris",36348,261011,20.078,55.2,"2019/2020","Włochy",19,6,4,9,25,30,-5,22
"Torino FC","Stadio Olimpico Grande Torino",28177,256555,21.38,75.9,"2019/2020","Włochy",19,7,4,8,23,30,-7,25
"Hellas Verona","Marcantonio Bentegodi",39211,217178,18.098,46.2,"2019/2020","Włochy",19,9,5,5,29,25,4,32
"Atalanta BC","Gewiss Stadium",21747,213850,17.821,82,"2019/2020","Włochy",19,12,2,5,51,26,25,38
"Cagliari Calcio","Unipol Domus",16416,203839,15.68,95.5,"2019/2020","Włochy",19,7,4,8,32,28,4,25
"Parma FC","Ennio Tardini",22352,195405,16.284,72.9,"2019/2020","Włochy",19,7,2,10,26,24,2,23
"Brescia Calcio","Mario Rigamonti",19550,192652,14.819,75.8,"2019/2020","Włochy",19,3,5,11,21,34,-13,14
"SPAL 2013","Paolo Mazza",16134,156582,13.049,80.9,"2019/2020","Włochy",19,2,4,13,16,40,-24,10
"US Sassuolo","Mapei Stadium - Città del Tricolore",21584,149436,12.453,57.7,"2019/2020","Włochy",19,8,3,8,44,33,11,27
"AC Milan","Giuseppe Meazza",75923,2000,1,1.3,"2020/2021","Włochy",19,8,6,5,31,24,7,30
"FC Internazionale","Giuseppe Meazza",75923,2000,1,1.3,"2020/2021","Włochy",19,17,1,1,53,18,35,52
"Parma FC","Ennio Tardini",22352,2000,1,4.5,"2020/2021","Włochy",19,2,5,12,16,39,-23,11
